MSA,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
COLUMBUS,1991Q3,"$117,717","$76,356","$41,361",35.1%,0.690,0.542
COLUMBUS,1991Q4,"$118,653","$76,858","$41,795",35.2%,0.696,0.549
COLUMBUS,1992Q1,"$120,165","$77,446","$42,719",35.6%,0.705,0.565
COLUMBUS,1992Q2,"$121,659","$77,851","$43,808",36.0%,0.713,0.581
COLUMBUS,1992Q3,"$123,270","$78,182","$45,088",36.6%,0.723,0.599
COLUMBUS,1992Q4,"$123,990","$78,438","$45,551",36.7%,0.727,0.605
COLUMBUS,1993Q1,"$124,363","$78,486","$45,877",36.9%,0.729,0.608
COLUMBUS,1993Q2,"$127,482","$78,731","$48,751",38.2%,0.748,0.646
COLUMBUS,1993Q3,"$129,489","$79,100","$50,390",38.9%,0.759,0.668
COLUMBUS,1993Q4,"$129,439","$79,662","$49,777",38.5%,0.759,0.661
COLUMBUS,1994Q1,"$130,130","$80,444","$49,686",38.2%,0.763,0.661
COLUMBUS,1994Q2,"$133,828","$81,387","$52,442",39.2%,0.785,0.699
COLUMBUS,1994Q3,"$135,046","$82,351","$52,695",39.0%,0.792,0.704
COLUMBUS,1994Q4,"$136,356","$83,213","$53,143",39.0%,0.800,0.712
COLUMBUS,1995Q1,"$136,790","$84,013","$52,777",38.6%,0.802,0.711
COLUMBUS,1995Q2,"$138,995","$84,535","$54,460",39.2%,0.815,0.736
COLUMBUS,1995Q3,"$140,747","$85,027","$55,720",39.6%,0.825,0.755
COLUMBUS,1995Q4,"$141,298","$85,610","$55,688",39.4%,0.829,0.756
COLUMBUS,1996Q1,"$142,646","$86,254","$56,392",39.5%,0.836,0.765
COLUMBUS,1996Q2,"$145,910","$87,169","$58,740",40.3%,0.856,0.798
COLUMBUS,1996Q3,"$147,090","$88,124","$58,966",40.1%,0.862,0.803
COLUMBUS,1996Q4,"$146,986","$89,004","$57,983",39.4%,0.862,0.792
COLUMBUS,1997Q1,"$147,423","$89,738","$57,685",39.1%,0.864,0.790
COLUMBUS,1997Q2,"$150,232","$90,356","$59,876",39.9%,0.881,0.822
COLUMBUS,1997Q3,"$151,337","$90,943","$60,394",39.9%,0.887,0.832
COLUMBUS,1997Q4,"$151,384","$91,576","$59,808",39.5%,0.888,0.827
COLUMBUS,1998Q1,"$152,342","$92,393","$59,949",39.4%,0.893,0.833
COLUMBUS,1998Q2,"$155,303","$93,205","$62,098",40.0%,0.911,0.866
COLUMBUS,1998Q3,"$156,620","$94,039","$62,581",40.0%,0.918,0.876
COLUMBUS,1998Q4,"$157,542","$94,854","$62,688",39.8%,0.924,0.881
COLUMBUS,1999Q1,"$158,544","$95,622","$62,922",39.7%,0.930,0.886
COLUMBUS,1999Q2,"$161,634","$96,396","$65,238",40.4%,0.948,0.922
COLUMBUS,1999Q3,"$164,233","$97,224","$67,009",40.8%,0.963,0.949
COLUMBUS,1999Q4,"$164,659","$98,153","$66,505",40.4%,0.965,0.944
COLUMBUS,2000Q1,"$166,419","$99,070","$67,349",40.5%,0.976,0.956
COLUMBUS,2000Q2,"$170,544","$100,293","$70,252",41.2%,1.000,1.000
COLUMBUS,2000Q3,"$171,998","$101,597","$70,401",40.9%,1.009,1.006
COLUMBUS,2000Q4,"$172,038","$102,906","$69,132",40.2%,1.009,0.992
COLUMBUS,2001Q1,"$172,389","$104,414","$67,975",39.4%,1.011,0.983
COLUMBUS,2001Q2,"$176,115","$105,560","$70,555",40.1%,1.033,1.025
COLUMBUS,2001Q3,"$178,193","$106,610","$71,583",40.2%,1.045,1.044
COLUMBUS,2001Q4,"$177,964","$107,587","$70,377",39.5%,1.044,1.029
COLUMBUS,2002Q1,"$179,271","$108,335","$70,936",39.6%,1.051,1.037
COLUMBUS,2002Q2,"$182,798","$109,223","$73,575",40.2%,1.072,1.078
COLUMBUS,2002Q3,"$185,419","$110,006","$75,413",40.7%,1.087,1.107
COLUMBUS,2002Q4,"$186,001","$110,604","$75,396",40.5%,1.091,1.110
COLUMBUS,2003Q1,"$185,950","$111,100","$74,850",40.3%,1.090,1.107
COLUMBUS,2003Q2,"$189,654","$111,541","$78,113",41.2%,1.112,1.158
COLUMBUS,2003Q3,"$192,524","$112,324","$80,200",41.7%,1.129,1.192
COLUMBUS,2003Q4,"$191,802","$113,755","$78,047",40.7%,1.125,1.162
COLUMBUS,2004Q1,"$191,782","$115,991","$75,791",39.5%,1.125,1.130
COLUMBUS,2004Q2,"$197,270","$118,896","$78,374",39.7%,1.157,1.171
COLUMBUS,2004Q3,"$199,546","$122,025","$77,521",38.8%,1.170,1.161
COLUMBUS,2004Q4,"$198,738","$124,987","$73,751",37.1%,1.165,1.107
COLUMBUS,2005Q1,"$197,879","$127,481","$70,398",35.6%,1.160,1.059
COLUMBUS,2005Q2,"$202,881","$129,650","$73,230",36.1%,1.190,1.104
COLUMBUS,2005Q3,"$204,781","$131,662","$73,119",35.7%,1.201,1.105
COLUMBUS,2005Q4,"$203,165","$133,700","$69,464",34.2%,1.191,1.052
COLUMBUS,2006Q1,"$201,715","$135,892","$65,824",32.6%,1.183,0.999
COLUMBUS,2006Q2,"$206,048","$138,130","$67,918",33.0%,1.208,1.034
COLUMBUS,2006Q3,"$205,952","$140,193","$65,759",31.9%,1.208,1.004
COLUMBUS,2006Q4,"$201,388","$141,867","$59,521",29.6%,1.181,0.911
COLUMBUS,2007Q1,"$199,318","$143,107","$56,211",28.2%,1.169,0.863
COLUMBUS,2007Q2,"$203,015","$144,131","$58,884",29.0%,1.190,0.907
COLUMBUS,2007Q3,"$203,692","$145,364","$58,328",28.6%,1.194,0.901
COLUMBUS,2007Q4,"$196,998","$147,187","$49,811",25.3%,1.155,0.771
COLUMBUS,2008Q1,"$191,647","$149,842","$41,805",21.8%,1.124,0.649
COLUMBUS,2008Q2,"$195,796","$152,892","$42,905",21.9%,1.148,0.667
COLUMBUS,2008Q3,"$196,218","$155,689","$40,529",20.7%,1.151,0.631
COLUMBUS,2008Q4,"$189,072","$157,588","$31,484",16.7%,1.109,0.491
COLUMBUS,2009Q1,"$182,045","$158,169","$23,876",13.1%,1.067,0.373
COLUMBUS,2009Q2,"$189,158","$157,849","$31,309",16.6%,1.109,0.489
COLUMBUS,2009Q3,"$192,183","$157,218","$34,965",18.2%,1.127,0.547
COLUMBUS,2009Q4,"$187,500","$156,870","$30,630",16.3%,1.099,0.479
COLUMBUS,2010Q1,"$183,944","$157,236","$26,709",14.5%,1.079,0.418
COLUMBUS,2010Q2,"$188,216","$158,355","$29,861",15.9%,1.104,0.467
COLUMBUS,2010Q3,"$185,096","$159,974","$25,122",13.6%,1.085,0.393
COLUMBUS,2010Q4,"$180,013","$161,884","$18,129",10.1%,1.056,0.284
COLUMBUS,2011Q1,"$174,562","$163,889","$10,673",6.1%,1.024,0.168
COLUMBUS,2011Q2,"$179,060","$165,859","$13,201",7.4%,1.050,0.207
COLUMBUS,2011Q3,"$179,562","$167,646","$11,916",6.6%,1.053,0.187
COLUMBUS,2011Q4,"$175,480","$166,706","$8,774",5.0%,1.029,0.100
COLUMBUS,2012Q1,"$174,291","$165,577","$8,715",5.0%,1.022,0.075
COLUMBUS,2012Q2,"$181,970","$166,362","$15,608",8.6%,1.067,0.134
COLUMBUS,2012Q3,"$184,778","$167,057","$17,721",9.6%,1.083,0.152
COLUMBUS,2012Q4,"$181,358","$167,821","$13,536",7.5%,1.063,0.116
COLUMBUS,2013Q1,"$180,612","$168,797","$11,815",6.5%,1.059,0.102
COLUMBUS,2013Q2,"$191,231","$169,984","$21,247",11.1%,1.121,0.183
COLUMBUS,2013Q3,"$196,735","$171,303","$25,431",12.9%,1.154,0.219
COLUMBUS,2013Q4,"$193,772","$172,675","$21,097",10.9%,1.136,0.182
COLUMBUS,2014Q1,"$193,787","$176,945","$16,841",8.7%,1.136,0.146
COLUMBUS,2014Q2,"$202,110","$176,611","$25,499",12.6%,1.185,0.221
COLUMBUS,2014Q3,"$205,838","$181,800","$24,038",11.7%,1.207,0.208
COLUMBUS,2014Q4,"$203,660","$185,387","$18,273",9.0%,1.194,0.159
COLUMBUS,2015Q1,"$201,360","$185,614","$15,746",7.8%,1.181,0.137
DALLAS,1984Q4,"$137,959","$51,483","$86,476",62.7%,0.814,0.831
DALLAS,1985Q1,"$138,388","$52,208","$86,180",62.3%,0.817,0.835
DALLAS,1985Q2,"$139,854","$53,071","$86,783",62.1%,0.825,0.847
DALLAS,1985Q3,"$141,606","$54,040","$87,566",61.8%,0.836,0.861
DALLAS,1985Q4,"$141,857","$54,998","$86,859",61.2%,0.837,0.860
DALLAS,1986Q1,"$141,289","$56,002","$85,287",60.4%,0.834,0.852
DALLAS,1986Q2,"$143,306","$56,728","$86,578",60.4%,0.846,0.870
DALLAS,1986Q3,"$142,467","$57,347","$85,120",59.7%,0.841,0.860
DALLAS,1986Q4,"$140,365","$57,897","$82,468",58.8%,0.828,0.838
DALLAS,1987Q1,"$140,126","$58,327","$81,799",58.4%,0.827,0.833
DALLAS,1987Q2,"$136,166","$58,846","$77,320",56.8%,0.804,0.791
DALLAS,1987Q3,"$135,088","$59,358","$75,731",56.1%,0.797,0.777
DALLAS,1987Q4,"$131,674","$59,843","$71,831",54.6%,0.777,0.740
DALLAS,1988Q1,"$130,380","$60,227","$70,153",53.8%,0.769,0.724
DALLAS,1988Q2,"$130,236","$60,699","$69,537",53.4%,0.769,0.720
DALLAS,1988Q3,"$127,854","$61,194","$66,660",52.1%,0.755,0.693
DALLAS,1988Q4,"$125,507","$61,728","$63,779",50.8%,0.741,0.665
DALLAS,1989Q1,"$124,641","$62,359","$62,282",50.0%,0.736,0.653
DALLAS,1989Q2,"$125,290","$62,970","$62,320",49.7%,0.739,0.655
DALLAS,1989Q3,"$126,808","$63,587","$63,221",49.9%,0.748,0.667
DALLAS,1989Q4,"$125,958","$64,182","$61,776",49.0%,0.743,0.654
DALLAS,1990Q1,"$125,208","$64,675","$60,533",48.3%,0.739,0.642
DALLAS,1990Q2,"$125,859","$65,195","$60,665",48.2%,0.743,0.646
DALLAS,1990Q3,"$126,469","$65,663","$60,806",48.1%,0.746,0.650
DALLAS,1990Q4,"$125,215","$66,056","$59,160",47.2%,0.739,0.635
DALLAS,1991Q1,"$126,013","$66,410","$59,602",47.3%,0.744,0.643
DALLAS,1991Q2,"$126,736","$66,684","$60,052",47.4%,0.748,0.650
DALLAS,1991Q3,"$126,289","$66,964","$59,325",47.0%,0.745,0.645
DALLAS,1991Q4,"$125,613","$67,306","$58,307",46.4%,0.741,0.637
DALLAS,1992Q1,"$126,854","$67,873","$58,981",46.5%,0.749,0.648
DALLAS,1992Q2,"$127,026","$68,373","$58,653",46.2%,0.750,0.646
DALLAS,1992Q3,"$127,944","$68,885","$59,058",46.2%,0.755,0.652
DALLAS,1992Q4,"$128,138","$69,375","$58,763",45.9%,0.756,0.650
DALLAS,1993Q1,"$127,425","$69,617","$57,808",45.4%,0.752,0.638
DALLAS,1993Q2,"$129,447","$70,079","$59,368",45.9%,0.764,0.657
DALLAS,1993Q3,"$130,562","$70,562","$59,999",46.0%,0.771,0.665
DALLAS,1993Q4,"$130,333","$71,062","$59,271",45.5%,0.769,0.659
DALLAS,1994Q1,"$130,596","$71,594","$59,002",45.2%,0.771,0.658
DALLAS,1994Q2,"$132,205","$72,157","$60,048",45.4%,0.780,0.673
DALLAS,1994Q3,"$133,056","$72,786","$60,270",45.3%,0.785,0.678
DALLAS,1994Q4,"$132,918","$73,506","$59,412",44.7%,0.784,0.672
DALLAS,1995Q1,"$132,904","$74,430","$58,474",44.0%,0.784,0.666
DALLAS,1995Q2,"$134,686","$75,304","$59,382",44.1%,0.795,0.680
DALLAS,1995Q3,"$136,091","$76,184","$59,908",44.0%,0.803,0.689
DALLAS,1995Q4,"$136,449","$77,024","$59,424",43.6%,0.805,0.687
DALLAS,1996Q1,"$137,093","$77,727","$59,366",43.3%,0.809,0.689
DALLAS,1996Q2,"$139,192","$78,463","$60,729",43.6%,0.821,0.708
DALLAS,1996Q3,"$140,332","$79,170","$61,162",43.6%,0.828,0.717
DALLAS,1996Q4,"$140,282","$79,850","$60,432",43.1%,0.828,0.712
DALLAS,1997Q1,"$140,887","$80,535","$60,351",42.8%,0.831,0.716
DALLAS,1997Q2,"$143,273","$81,237","$62,037",43.3%,0.846,0.740
DALLAS,1997Q3,"$144,664","$82,007","$62,657",43.3%,0.854,0.752
DALLAS,1997Q4,"$145,771","$82,889","$62,882",43.1%,0.860,0.760
DALLAS,1998Q1,"$147,378","$83,978","$63,399",43.0%,0.870,0.772
DALLAS,1998Q2,"$150,740","$85,078","$65,662",43.6%,0.890,0.804
DALLAS,1998Q3,"$153,399","$86,185","$67,214",43.8%,0.905,0.828
DALLAS,1998Q4,"$154,640","$87,223","$67,417",43.6%,0.913,0.836
DALLAS,1999Q1,"$156,391","$88,163","$68,229",43.6%,0.923,0.851
DALLAS,1999Q2,"$160,558","$88,954","$71,604",44.6%,0.948,0.897
DALLAS,1999Q3,"$163,268","$89,615","$73,654",45.1%,0.964,0.927
DALLAS,1999Q4,"$164,459","$90,143","$74,316",45.2%,0.971,0.940
DALLAS,2000Q1,"$167,181","$90,359","$76,822",46.0%,0.987,0.973
DALLAS,2000Q2,"$169,445","$90,855","$78,590",46.4%,1.000,1.000
DALLAS,2000Q3,"$171,016","$91,534","$79,482",46.5%,1.009,1.017
DALLAS,2000Q4,"$173,673","$92,517","$81,156",46.7%,1.025,1.045
DALLAS,2001Q1,"$177,131","$94,217","$82,915",46.8%,1.045,1.079
DALLAS,2001Q2,"$180,263","$95,714","$84,549",46.9%,1.064,1.107
DALLAS,2001Q3,"$180,879","$97,164","$83,715",46.3%,1.067,1.101
DALLAS,2001Q4,"$182,554","$98,406","$84,148",46.1%,1.077,1.112
DALLAS,2002Q1,"$184,676","$99,114","$85,562",46.3%,1.090,1.132
DALLAS,2002Q2,"$185,494","$99,779","$85,715",46.2%,1.095,1.137
DALLAS,2002Q3,"$185,740","$100,268","$85,472",46.0%,1.096,1.138
DALLAS,2002Q4,"$186,514","$100,648","$85,866",46.0%,1.101,1.147
DALLAS,2003Q1,"$187,387","$101,066","$86,321",46.1%,1.106,1.158
DALLAS,2003Q2,"$186,220","$101,612","$84,608",45.4%,1.099,1.139
DALLAS,2003Q3,"$187,169","$102,602","$84,566",45.2%,1.105,1.142
DALLAS,2003Q4,"$187,420","$104,288","$83,132",44.4%,1.106,1.126
DALLAS,2004Q1,"$188,102","$106,750","$81,352",43.2%,1.110,1.104
DALLAS,2004Q2,"$188,396","$109,840","$78,557",41.7%,1.112,1.069
DALLAS,2004Q3,"$189,635","$113,080","$76,554",40.4%,1.119,1.045
DALLAS,2004Q4,"$190,775","$116,052","$74,723",39.2%,1.126,1.023
DALLAS,2005Q1,"$193,546","$118,403","$75,143",38.8%,1.142,1.031
DALLAS,2005Q2,"$194,915","$120,389","$74,526",38.2%,1.150,1.027
DALLAS,2005Q3,"$195,979","$122,209","$73,770",37.6%,1.157,1.020
DALLAS,2005Q4,"$199,580","$124,129","$75,450",37.8%,1.178,1.048
DALLAS,2006Q1,"$202,089","$126,402","$75,687",37.5%,1.193,1.058
DALLAS,2006Q2,"$201,587","$128,682","$72,905",36.2%,1.190,1.024
DALLAS,2006Q3,"$202,345","$130,861","$71,484",35.3%,1.194,1.009
DALLAS,2006Q4,"$202,924","$132,730","$70,194",34.6%,1.198,0.995
DALLAS,2007Q1,"$204,702","$134,226","$70,476",34.4%,1.208,1.004
DALLAS,2007Q2,"$205,018","$135,532","$69,487",33.9%,1.210,0.995
DALLAS,2007Q3,"$202,858","$137,057","$65,801",32.4%,1.197,0.946
DALLAS,2007Q4,"$200,556","$139,191","$61,365",30.6%,1.184,0.885
DALLAS,2008Q1,"$197,763","$142,139","$55,624",28.1%,1.167,0.805
DALLAS,2008Q2,"$198,298","$145,492","$52,805",26.6%,1.170,0.767
DALLAS,2008Q3,"$197,299","$148,608","$48,692",24.7%,1.164,0.709
DALLAS,2008Q4,"$193,421","$150,854","$42,567",22.0%,1.141,0.622
DALLAS,2009Q1,"$187,971","$151,804","$36,166",19.2%,1.109,0.530
DALLAS,2009Q2,"$190,524","$151,784","$38,740",20.3%,1.124,0.569
DALLAS,2009Q3,"$194,452","$151,303","$43,149",22.2%,1.148,0.635
DALLAS,2009Q4,"$196,045","$150,856","$45,189",23.1%,1.157,0.667
DALLAS,2010Q1,"$194,255","$150,761","$43,495",22.4%,1.146,0.641
DALLAS,2010Q2,"$195,084","$151,304","$43,780",22.4%,1.151,0.647
DALLAS,2010Q3,"$191,271","$152,350","$38,921",20.3%,1.129,0.577
DALLAS,2010Q4,"$189,106","$153,874","$35,231",18.6%,1.116,0.524
DALLAS,2011Q1,"$189,837","$155,873","$33,963",17.9%,1.120,0.508
DALLAS,2011Q2,"$186,454","$157,947","$28,507",15.3%,1.100,0.427
DALLAS,2011Q3,"$187,567","$159,898","$27,669",14.8%,1.107,0.416
DALLAS,2011Q4,"$187,584","$161,436","$26,147",13.9%,1.107,0.394
DALLAS,2012Q1,"$189,242","$162,375","$26,867",14.2%,1.117,0.406
DALLAS,2012Q2,"$192,728","$162,928","$29,800",15.5%,1.137,0.452
DALLAS,2012Q3,"$195,014","$163,359","$31,654",16.2%,1.151,0.482
DALLAS,2012Q4,"$198,227","$163,951","$34,276",17.3%,1.170,0.523
DALLAS,2013Q1,"$202,285","$164,919","$37,366",18.5%,1.194,0.572
DALLAS,2013Q2,"$207,473","$166,225","$41,248",19.9%,1.224,0.634
DALLAS,2013Q3,"$212,416","$167,758","$44,657",21.0%,1.254,0.688
DALLAS,2013Q4,"$218,013","$169,416","$48,597",22.3%,1.287,0.751
DALLAS,2014Q1,"$222,552","$173,747","$48,805",21.9%,1.313,0.757
DALLAS,2014Q2,"$225,356","$173,554","$51,802",23.0%,1.330,0.806
DALLAS,2014Q3,"$228,192","$178,780","$49,413",21.7%,1.347,0.771
DALLAS,2014Q4,"$234,613","$182,461","$52,153",22.2%,1.385,0.817
DALLAS,2015Q1,"$241,863","$182,871","$58,992",24.4%,1.427,0.927
DENVER,1984Q4,"$102,678","$73,943","$28,735",28.0%,0.474,0.228
DENVER,1985Q1,"$102,539","$74,095","$28,444",27.7%,0.474,0.227
DENVER,1985Q2,"$102,181","$74,672","$27,510",26.9%,0.472,0.220
DENVER,1985Q3,"$101,707","$75,464","$26,243",25.8%,0.470,0.210
DENVER,1985Q4,"$101,335","$76,244","$25,092",24.8%,0.468,0.202
DENVER,1986Q1,"$103,250","$76,850","$26,400",25.6%,0.477,0.213
DENVER,1986Q2,"$103,987","$77,293","$26,694",25.7%,0.480,0.216
DENVER,1986Q3,"$103,571","$77,663","$25,907",25.0%,0.478,0.210
DENVER,1986Q4,"$102,795","$78,045","$24,750",24.1%,0.475,0.201
DENVER,1987Q1,"$103,451","$78,498","$24,953",24.1%,0.478,0.203
DENVER,1987Q2,"$104,164","$79,030","$25,135",24.1%,0.481,0.204
DENVER,1987Q3,"$103,102","$79,597","$23,505",22.8%,0.476,0.191
DENVER,1987Q4,"$102,656","$80,168","$22,488",21.9%,0.474,0.183
DENVER,1988Q1,"$101,539","$80,689","$20,849",20.5%,0.469,0.170
DENVER,1988Q2,"$99,591","$81,167","$18,424",18.5%,0.460,0.150
DENVER,1988Q3,"$99,194","$81,544","$17,650",17.8%,0.458,0.144
DENVER,1988Q4,"$98,193","$81,777","$16,415",16.7%,0.454,0.134
DENVER,1989Q1,"$97,665","$81,859","$15,806",16.2%,0.451,0.129
DENVER,1989Q2,"$97,823","$81,847","$15,976",16.3%,0.452,0.131
DENVER,1989Q3,"$97,754","$81,846","$15,908",16.3%,0.452,0.130
DENVER,1989Q4,"$98,878","$81,958","$16,920",17.1%,0.457,0.139
DENVER,1990Q1,"$99,482","$82,214","$17,267",17.4%,0.460,0.142
DENVER,1990Q2,"$99,804","$82,641","$17,162",17.2%,0.461,0.141
DENVER,1990Q3,"$100,160","$83,118","$17,042",17.0%,0.463,0.141
DENVER,1990Q4,"$100,202","$83,557","$16,645",16.6%,0.463,0.138
DENVER,1991Q1,"$100,771","$83,911","$16,860",16.7%,0.465,0.140
DENVER,1991Q2,"$101,984","$84,204","$17,780",17.4%,0.471,0.148
DENVER,1991Q3,"$103,863","$84,528","$19,335",18.6%,0.480,0.162
DENVER,1991Q4,"$105,028","$84,952","$20,076",19.1%,0.485,0.169
DENVER,1992Q1,"$107,551","$85,608","$21,943",20.4%,0.497,0.187
DENVER,1992Q2,"$110,609","$86,289","$24,320",22.0%,0.511,0.208
DENVER,1992Q3,"$111,925","$86,989","$24,937",22.3%,0.517,0.215
DENVER,1992Q4,"$113,578","$87,646","$25,932",22.8%,0.525,0.224
DENVER,1993Q1,"$116,217","$88,152","$28,065",24.1%,0.537,0.243
DENVER,1993Q2,"$118,542","$88,698","$29,844",25.2%,0.548,0.259
DENVER,1993Q3,"$122,367","$89,277","$33,090",27.0%,0.565,0.288
DENVER,1993Q4,"$126,502","$89,944","$36,557",28.9%,0.584,0.319
DENVER,1994Q1,"$130,430","$90,693","$39,737",30.5%,0.603,0.348
DENVER,1994Q2,"$133,838","$91,589","$42,249",31.6%,0.618,0.371
DENVER,1994Q3,"$136,285","$92,529","$43,756",32.1%,0.630,0.386
DENVER,1994Q4,"$138,225","$93,456","$44,769",32.4%,0.639,0.397
DENVER,1995Q1,"$140,454","$94,436","$46,018",32.8%,0.649,0.411
DENVER,1995Q2,"$142,099","$95,254","$46,845",33.0%,0.656,0.421
DENVER,1995Q3,"$144,444","$96,068","$48,376",33.5%,0.667,0.437
DENVER,1995Q4,"$146,761","$96,926","$49,835",34.0%,0.678,0.452
DENVER,1996Q1,"$148,119","$97,786","$50,333",34.0%,0.684,0.458
DENVER,1996Q2,"$150,539","$98,779","$51,760",34.4%,0.695,0.473
DENVER,1996Q3,"$151,499","$99,770","$51,729",34.1%,0.700,0.475
DENVER,1996Q4,"$153,706","$100,708","$52,998",34.5%,0.710,0.489
DENVER,1997Q1,"$155,852","$101,576","$54,276",34.8%,0.720,0.504
DENVER,1997Q2,"$158,293","$102,361","$55,932",35.3%,0.731,0.522
DENVER,1997Q3,"$160,809","$103,144","$57,665",35.9%,0.743,0.541
DENVER,1997Q4,"$163,305","$103,984","$59,321",36.3%,0.754,0.560
DENVER,1998Q1,"$166,534","$104,938","$61,596",37.0%,0.769,0.585
DENVER,1998Q2,"$169,523","$105,948","$63,575",37.5%,0.783,0.607
DENVER,1998Q3,"$173,829","$106,983","$66,846",38.5%,0.803,0.641
DENVER,1998Q4,"$178,450","$107,992","$70,458",39.5%,0.824,0.680
DENVER,1999Q1,"$184,298","$109,031","$75,268",40.8%,0.851,0.731
DENVER,1999Q2,"$190,345","$110,000","$80,345",42.2%,0.879,0.784
DENVER,1999Q3,"$196,701","$111,076","$85,625",43.5%,0.909,0.840
DENVER,1999Q4,"$203,324","$112,360","$90,964",44.7%,0.939,0.896
DENVER,2000Q1,"$209,145","$113,684","$95,460",45.6%,0.966,0.941
DENVER,2000Q2,"$216,481","$115,515","$100,966",46.6%,1.000,1.000
DENVER,2000Q3,"$224,982","$117,510","$107,472",47.8%,1.039,1.070
DENVER,2000Q4,"$232,675","$119,541","$113,134",48.6%,1.075,1.132
DENVER,2001Q1,"$239,709","$121,857","$117,853",49.2%,1.107,1.190
DENVER,2001Q2,"$245,269","$123,622","$121,648",49.6%,1.133,1.235
DENVER,2001Q3,"$248,780","$125,196","$123,584",49.7%,1.149,1.261
DENVER,2001Q4,"$250,219","$126,599","$123,620",49.4%,1.156,1.266
DENVER,2002Q1,"$252,029","$127,799","$124,230",49.3%,1.164,1.277
DENVER,2002Q2,"$254,765","$128,913","$125,852",49.4%,1.177,1.297
DENVER,2002Q3,"$256,390","$129,844","$126,546",49.4%,1.184,1.308
DENVER,2002Q4,"$257,967","$130,559","$127,408",49.4%,1.192,1.320
DENVER,2003Q1,"$258,700","$131,008","$127,692",49.4%,1.195,1.325
DENVER,2003Q2,"$258,323","$131,698","$126,625",49.0%,1.193,1.316
DENVER,2003Q3,"$258,193","$132,929","$125,264",48.5%,1.193,1.304
DENVER,2003Q4,"$260,778","$135,087","$125,691",48.2%,1.205,1.311
DENVER,2004Q1,"$264,624","$138,311","$126,314",47.7%,1.222,1.319
DENVER,2004Q2,"$266,318","$142,393","$123,925",46.5%,1.230,1.296
DENVER,2004Q3,"$267,963","$146,680","$121,283",45.3%,1.238,1.270
DENVER,2004Q4,"$271,425","$150,607","$120,818",44.5%,1.254,1.268
DENVER,2005Q1,"$275,909","$153,715","$122,194",44.3%,1.275,1.284
DENVER,2005Q2,"$277,781","$156,211","$121,570",43.8%,1.283,1.281
DENVER,2005Q3,"$278,439","$158,345","$120,094",43.1%,1.286,1.269
DENVER,2005Q4,"$282,299","$160,411","$121,888",43.2%,1.304,1.291
DENVER,2006Q1,"$286,193","$162,631","$123,562",43.2%,1.322,1.313
DENVER,2006Q2,"$285,206","$164,915","$120,291",42.2%,1.317,1.282
DENVER,2006Q3,"$283,691","$167,149","$116,542",41.1%,1.310,1.246
DENVER,2006Q4,"$282,690","$169,209","$113,481",40.1%,1.306,1.218
DENVER,2007Q1,"$282,470","$171,146","$111,324",39.4%,1.305,1.201
DENVER,2007Q2,"$281,209","$172,916","$108,293",38.5%,1.299,1.172
DENVER,2007Q3,"$281,106","$174,907","$106,199",37.8%,1.299,1.154
DENVER,2007Q4,"$273,804","$177,367","$96,438",35.2%,1.265,1.051
DENVER,2008Q1,"$268,470","$180,466","$88,005",32.8%,1.240,0.962
DENVER,2008Q2,"$267,723","$183,842","$83,881",31.3%,1.237,0.920
DENVER,2008Q3,"$266,420","$186,987","$79,434",29.8%,1.231,0.873
DENVER,2008Q4,"$261,546","$189,383","$72,163",27.6%,1.208,0.795
DENVER,2009Q1,"$254,326","$190,665","$63,661",25.0%,1.175,0.703
DENVER,2009Q2,"$255,752","$191,067","$64,685",25.3%,1.181,0.716
DENVER,2009Q3,"$260,929","$190,942","$69,986",26.8%,1.205,0.777
DENVER,2009Q4,"$262,985","$190,628","$72,358",27.5%,1.215,0.805
DENVER,2010Q1,"$263,321","$190,321","$73,001",27.7%,1.216,0.812
DENVER,2010Q2,"$263,801","$190,529","$73,272",27.8%,1.219,0.817
DENVER,2010Q3,"$258,515","$191,298","$67,217",26.0%,1.194,0.751
DENVER,2010Q4,"$257,178","$192,829","$64,350",25.0%,1.188,0.721
DENVER,2011Q1,"$255,649","$195,277","$60,373",23.6%,1.181,0.680
DENVER,2011Q2,"$254,813","$198,023","$56,790",22.3%,1.177,0.642
DENVER,2011Q3,"$254,299","$200,646","$53,653",21.1%,1.175,0.608
DENVER,2011Q4,"$256,020","$202,641","$53,378",20.8%,1.183,0.607
DENVER,2012Q1,"$258,152","$203,637","$54,514",21.1%,1.192,0.621
DENVER,2012Q2,"$263,609","$204,009","$59,601",22.6%,1.218,0.681
DENVER,2012Q3,"$269,506","$204,206","$65,300",24.2%,1.245,0.749
DENVER,2012Q4,"$275,937","$204,703","$71,233",25.8%,1.275,0.819
DENVER,2013Q1,"$282,786","$205,865","$76,921",27.2%,1.306,0.888
DENVER,2013Q2,"$289,004","$207,609","$81,395",28.2%,1.335,0.942
DENVER,2013Q3,"$296,375","$209,752","$86,623",29.2%,1.369,1.006
DENVER,2013Q4,"$301,215","$212,092","$89,123",29.6%,1.391,1.038
DENVER,2014Q1,"$308,297","$217,589","$90,709",29.4%,1.424,1.059
DENVER,2014Q2,"$312,884","$217,422","$95,462",30.5%,1.445,1.118
DENVER,2014Q3,"$315,325","$224,041","$91,284",28.9%,1.457,1.072
DENVER,2014Q4,"$324,018","$228,727","$95,291",29.4%,1.497,1.123
